H	700001			2501										7/3/2025
D	96	EA	21.0
D	98	EA	18.0
E																		
H	700005			2506										7/3/2025
D	1	EA	3.0
D	102	EA	3.0
D	115	EA	5.0
D	220	EA	1.0
D	267	EA	3.0
D	278	EA	3.0
D	29	EA	1.0
D	291	EA	14.0
D	3	EA	4.0
D	342	EA	3.0
D	4	EA	3.0
D	50	EA	3.0
D	550	EA	8.0
D	552	EA	3.0
D	555	EA	3.0
D	556	EA	3.0
D	560	EA	20.0
D	561	EA	9.0
D	563	EA	5.0
D	577	EA	3.0
D	579	EA	3.0
D	589	EA	3.0
D	60	EA	3.0
D	600	EA	5.0
D	613	EA	5.0
D	72	EA	4.0
D	94	EA	3.0
E																		
H	700009			2536										7/3/2025
D	281	EA	3.0
D	342	EA	3.0
D	5	EA	5.0
D	550	EA	4.0
D	555	EA	3.0
D	556	EA	3.0
D	560	EA	8.0
D	561	EA	3.0
D	563	EA	5.0
D	578	EA	7.0
D	60	EA	3.0
D	600	EA	5.0
D	613	EA	5.0
E																		
H	700016			2636										7/3/2025
D	1	EA	3.0
D	102	EA	3.0
D	107	EA	5.0
D	115	EA	5.0
D	220	EA	1.0
D	267	EA	3.0
D	278	EA	3.0
D	281	EA	3.0
D	3	EA	4.0
D	315	EA	3.0
D	340	EA	4.0
D	342	EA	3.0
D	5	EA	5.0
D	50	EA	3.0
D	550	EA	4.0
D	552	EA	3.0
D	555	EA	3.0
D	560	EA	4.0
D	561	EA	9.0
D	590	EA	5.0
D	60	EA	3.0
D	613	EA	5.0
D	703	EA	3.0
D	94	EA	3.0
E																		
H	700024			2764										7/3/2025
D	1	EA	3.0
D	107	EA	10.0
D	115	EA	10.0
D	116	EA	5.0
D	247	EA	1.0
D	267	EA	3.0
D	273	EA	7.0
D	278	EA	6.0
D	283	EA	3.0
D	291	EA	14.0
D	295	EA	12.0
D	3	EA	4.0
D	300	EA	9.0
D	31	EA	8.0
D	313	EA	8.0
D	315	EA	3.0
D	340	EA	4.0
D	342	EA	9.0
D	343	EA	5.0
D	4	EA	6.0
D	5	EA	5.0
D	50	EA	6.0
D	550	EA	4.0
D	552	EA	9.0
D	553	EA	7.0
D	555	EA	27.0
D	556	EA	6.0
D	560	EA	32.0
D	561	EA	42.0
D	563	EA	20.0
D	565	EA	5.0
D	571	EA	7.0
D	577	EA	6.0
D	578	EA	7.0
D	579	EA	9.0
D	590	EA	5.0
D	591	EA	5.0
D	592	EA	5.0
D	594	EA	10.0
D	60	EA	3.0
D	600	EA	10.0
D	604	EA	5.0
D	613	EA	5.0
D	72	EA	4.0
D	73	EA	7.0
D	94	EA	6.0
E																		
H	700026			2792										7/3/2025
D	1	EA	3.0
D	102	EA	3.0
D	115	EA	15.0
D	245	EA	4.0
D	261	EA	3.0
D	283	EA	3.0
D	295	EA	4.0
D	3	EA	4.0
D	300	EA	3.0
D	31	EA	4.0
D	313	EA	4.0
D	315	EA	3.0
D	4	EA	6.0
D	5	EA	5.0
D	50	EA	6.0
D	552	EA	3.0
D	560	EA	4.0
D	561	EA	3.0
D	563	EA	5.0
D	577	EA	3.0
D	590	EA	5.0
D	594	EA	5.0
D	60	EA	3.0
D	600	EA	5.0
D	604	EA	5.0
D	608	EA	5.0
D	703	EA	3.0
D	94	EA	3.0
E																		
H	700027			2819										7/3/2025
D	102	EA	3.0
D	107	EA	5.0
D	115	EA	5.0
D	273	EA	7.0
D	278	EA	3.0
D	283	EA	3.0
D	287	EA	7.0
D	291	EA	7.0
D	295	EA	4.0
D	3	EA	4.0
D	300	EA	3.0
D	31	EA	4.0
D	313	EA	4.0
D	314	EA	3.0
D	315	EA	3.0
D	342	EA	3.0
D	4	EA	3.0
D	5	EA	5.0
D	50	EA	3.0
D	550	EA	12.0
D	552	EA	6.0
D	553	EA	7.0
D	555	EA	3.0
D	556	EA	3.0
D	560	EA	8.0
D	561	EA	3.0
D	563	EA	5.0
D	571	EA	7.0
D	576	EA	4.0
D	579	EA	3.0
D	588	EA	4.0
D	589	EA	3.0
D	594	EA	5.0
D	60	EA	3.0
D	613	EA	5.0
D	641	EA	3.0
D	72	EA	4.0
D	94	EA	3.0
E																		
H	700030			2838										7/3/2025
D	1	EA	3.0
D	102	EA	6.0
D	107	EA	5.0
D	115	EA	5.0
D	116	EA	5.0
D	261	EA	3.0
D	278	EA	3.0
D	286	EA	3.0
D	3	EA	8.0
D	31	EA	8.0
D	315	EA	3.0
D	342	EA	3.0
D	343	EA	5.0
D	4	EA	9.0
D	40	EA	4.0
D	5	EA	5.0
D	50	EA	3.0
D	552	EA	3.0
D	555	EA	6.0
D	556	EA	3.0
D	560	EA	4.0
D	561	EA	3.0
D	563	EA	10.0
D	591	EA	5.0
D	592	EA	5.0
D	60	EA	3.0
D	600	EA	5.0
D	601	EA	5.0
D	608	EA	5.0
D	703	EA	3.0
D	72	EA	4.0
D	73	EA	7.0
D	748	EA	6.0
D	790	EA	6.0
D	791	EA	6.0
D	792	EA	6.0
D	81	EA	7.0
D	94	EA	9.0
D	97	EA	3.0
E																		
H	700032			2878										7/3/2025
D	1	EA	9.0
D	102	EA	15.0
D	106	EA	4.0
D	107	EA	5.0
D	115	EA	5.0
D	116	EA	5.0
D	118	EA	5.0
D	133	EA	12.0
D	142	EA	3.0
D	162	EA	6.0
D	163	EA	12.0
D	208	EA	16.0
D	22	EA	4.0
D	271	EA	4.0
D	281	EA	6.0
D	286	EA	6.0
D	291	EA	7.0
D	3	EA	24.0
D	31	EA	16.0
D	314	EA	6.0
D	340	EA	4.0
D	342	EA	3.0
D	4	EA	51.0
D	40	EA	8.0
D	49	EA	6.0
D	50	EA	9.0
D	550	EA	12.0
D	552	EA	6.0
D	555	EA	6.0
D	556	EA	15.0
D	560	EA	8.0
D	561	EA	3.0
D	563	EA	5.0
D	571	EA	7.0
D	576	EA	4.0
D	577	EA	6.0
D	579	EA	6.0
D	588	EA	4.0
D	589	EA	3.0
D	590	EA	5.0
D	60	EA	18.0
D	600	EA	10.0
D	601	EA	5.0
D	613	EA	10.0
D	621	EA	3.0
D	622	EA	5.0
D	623	EA	3.0
D	703	EA	3.0
D	72	EA	12.0
D	73	EA	7.0
D	748	EA	6.0
D	751	EA	6.0
D	752	EA	6.0
D	83	EA	4.0
D	94	EA	18.0
D	96	EA	12.0
D	97	EA	3.0
D	98	EA	18.0
E																		
H	700033			2895										7/3/2025
D	1	EA	3.0
D	102	EA	3.0
D	106	EA	4.0
D	115	EA	25.0
D	116	EA	5.0
D	118	EA	5.0
D	154	EA	1.0
D	167	EA	6.0
D	278	EA	3.0
D	3	EA	4.0
D	300	EA	3.0
D	31	EA	8.0
D	343	EA	5.0
D	4	EA	15.0
D	50	EA	9.0
D	552	EA	3.0
D	560	EA	4.0
D	561	EA	6.0
D	60	EA	9.0
D	600	EA	5.0
D	601	EA	5.0
D	604	EA	5.0
D	701	EA	5.0
D	702	EA	3.0
D	703	EA	3.0
D	72	EA	4.0
D	751	EA	6.0
D	752	EA	6.0
D	791	EA	6.0
D	792	EA	6.0
D	94	EA	15.0
D	96	EA	3.0
E																		
H	700035			2907										7/3/2025
D	106	EA	4.0
D	115	EA	10.0
D	247	EA	1.0
D	278	EA	3.0
D	287	EA	7.0
D	29	EA	1.0
D	291	EA	14.0
D	295	EA	4.0
D	3	EA	8.0
D	300	EA	3.0
D	31	EA	8.0
D	313	EA	4.0
D	4	EA	3.0
D	48	EA	1.0
D	50	EA	6.0
D	550	EA	8.0
D	552	EA	6.0
D	553	EA	7.0
D	555	EA	9.0
D	556	EA	3.0
D	560	EA	40.0
D	561	EA	24.0
D	563	EA	25.0
D	565	EA	5.0
D	571	EA	7.0
D	576	EA	4.0
D	577	EA	3.0
D	592	EA	5.0
D	60	EA	3.0
D	600	EA	15.0
D	601	EA	5.0
D	622	EA	5.0
D	623	EA	3.0
D	792	EA	6.0
D	94	EA	6.0
D	96	EA	3.0
E																		
H	700036			2959										7/3/2025
D	1	EA	3.0
D	102	EA	3.0
D	31	EA	4.0
D	342	EA	3.0
D	4	EA	3.0
D	40	EA	4.0
D	50	EA	3.0
D	560	EA	4.0
D	561	EA	3.0
D	60	EA	3.0
D	94	EA	3.0
E																		
H	700037			2766										7/3/2025
D	102	EA	27.0
D	12	EA	2625.0
D	14	EA	1750.0
D	289	EA	550.0
D	295	EA	4.0
D	301	EA	700.0
D	34	EA	250.0
E																		
H	700040			2631										7/3/2025
D	103	EA	10.0
D	105	EA	3.0
D	110	EA	4.0
D	111	EA	2.0
D	112	EA	2.0
D	143	EA	75.0
D	262	EA	1500.0
D	289	EA	250.0
D	301	EA	500.0
D	36	EA	150.0
D	554	EA	350.0
D	587	EA	3600.0
D	75	EA	10.0
E																		
H	700041			2827										7/3/2025
D	103	EA	1.0
D	104	EA	1.0
D	246	EA	1.0
D	267	EA	9.0
D	286	EA	12.0
D	343	EA	10.0
D	4	EA	3.0
D	49	EA	3.0
D	600	EA	5.0
D	62	EA	3.0
D	72	EA	8.0
D	87	EA	12.0
D	89	EA	1.0
D	94	EA	3.0
E																		
H	700042			2676										7/3/2025
D	104	EA	1.0
D	124	EA	2.0
D	3	EA	20.0
D	72	EA	4.0
E																		
H	700044			2546										7/3/2025
D	106	EA	4.0
D	3	EA	8.0
D	31	EA	4.0
D	4	EA	6.0
D	40	EA	4.0
D	50	EA	9.0
D	60	EA	9.0
D	702	EA	6.0
D	703	EA	6.0
D	94	EA	6.0
D	98	EA	3.0
E																		
H	700045			2550										7/3/2025
D	115	EA	5.0
D	220	EA	1.0
D	267	EA	3.0
D	271	EA	4.0
D	278	EA	3.0
D	283	EA	3.0
D	284	EA	4.0
D	286	EA	3.0
D	295	EA	4.0
D	3	EA	4.0
D	300	EA	3.0
D	31	EA	4.0
D	313	EA	4.0
D	314	EA	3.0
D	315	EA	3.0
D	4	EA	6.0
D	50	EA	3.0
D	550	EA	4.0
D	552	EA	3.0
D	555	EA	6.0
D	556	EA	3.0
D	560	EA	16.0
D	561	EA	6.0
D	563	EA	15.0
D	576	EA	4.0
D	577	EA	3.0
D	579	EA	3.0
D	590	EA	5.0
D	591	EA	5.0
D	594	EA	5.0
D	60	EA	3.0
D	600	EA	5.0
D	604	EA	5.0
D	792	EA	6.0
D	94	EA	3.0
E																		
H	700048			2568										7/3/2025
D	115	EA	20.0
D	116	EA	5.0
D	278	EA	3.0
D	291	EA	14.0
D	295	EA	4.0
D	31	EA	4.0
D	313	EA	4.0
D	314	EA	3.0
D	340	EA	4.0
D	342	EA	6.0
D	343	EA	5.0
D	4	EA	3.0
D	5	EA	5.0
D	550	EA	4.0
D	552	EA	3.0
D	555	EA	15.0
D	556	EA	3.0
D	560	EA	20.0
D	561	EA	24.0
D	563	EA	5.0
D	590	EA	5.0
D	60	EA	6.0
D	600	EA	10.0
D	604	EA	5.0
D	609	EA	5.0
D	94	EA	3.0
E																		
H	700050			2694										7/3/2025
D	107	EA	20.0
D	115	EA	50.0
D	209	EA	16.0
D	590	EA	10.0
D	591	EA	5.0
D	72	EA	4.0
D	94	EA	3.0
E																		
H	700051			2741										7/3/2025
D	107	EA	5.0
D	118	EA	5.0
D	247	EA	1.0
D	278	EA	3.0
D	283	EA	3.0
D	286	EA	3.0
D	291	EA	7.0
D	3	EA	4.0
D	31	EA	4.0
D	313	EA	4.0
D	314	EA	3.0
D	315	EA	3.0
D	343	EA	5.0
D	4	EA	3.0
D	49	EA	3.0
D	5	EA	5.0
D	50	EA	3.0
D	550	EA	4.0
D	552	EA	3.0
D	553	EA	7.0
D	555	EA	6.0
D	556	EA	3.0
D	560	EA	4.0
D	561	EA	3.0
D	563	EA	5.0
D	571	EA	7.0
D	579	EA	3.0
D	590	EA	5.0
D	591	EA	5.0
D	60	EA	3.0
D	600	EA	5.0
D	94	EA	3.0
E																		
H	700053			2855										7/3/2025
D	107	EA	5.0
D	3	EA	4.0
D	31	EA	4.0
D	315	EA	3.0
D	338	EA	8.0
D	50	EA	3.0
D	552	EA	3.0
D	555	EA	3.0
D	560	EA	4.0
D	561	EA	3.0
D	577	EA	3.0
D	590	EA	5.0
D	600	EA	5.0
D	613	EA	5.0
D	94	EA	3.0
E																		
H	700059			2520										7/3/2025
D	115	EA	20.0
D	116	EA	15.0
D	22	EA	8.0
D	273	EA	14.0
D	286	EA	9.0
D	291	EA	56.0
D	3	EA	24.0
D	300	EA	3.0
D	31	EA	40.0
D	342	EA	3.0
D	4	EA	45.0
D	40	EA	8.0
D	50	EA	30.0
D	550	EA	28.0
D	552	EA	15.0
D	553	EA	21.0
D	555	EA	42.0
D	556	EA	36.0
D	560	EA	64.0
D	561	EA	21.0
D	563	EA	20.0
D	565	EA	10.0
D	571	EA	7.0
D	575	EA	7.0
D	578	EA	21.0
D	592	EA	5.0
D	60	EA	45.0
D	600	EA	70.0
D	601	EA	35.0
D	702	EA	6.0
D	703	EA	18.0
D	72	EA	4.0
D	73	EA	14.0
D	792	EA	6.0
D	81	EA	7.0
D	83	EA	4.0
D	94	EA	57.0
D	96	EA	15.0
D	98	EA	15.0
E																		
H	700060			2526										7/3/2025
D	115	EA	30.0
D	116	EA	15.0
D	291	EA	28.0
D	330	EA	8.0
D	337	EA	8.0
D	338	EA	8.0
D	339	EA	8.0
D	340	EA	4.0
D	342	EA	6.0
D	550	EA	12.0
D	552	EA	9.0
D	553	EA	14.0
D	555	EA	12.0
D	556	EA	9.0
D	560	EA	20.0
D	561	EA	12.0
D	563	EA	15.0
D	565	EA	5.0
D	592	EA	5.0
D	594	EA	5.0
D	60	EA	3.0
D	613	EA	5.0
D	622	EA	5.0
D	702	EA	3.0
D	72	EA	4.0
D	73	EA	7.0
D	751	EA	6.0
D	752	EA	6.0
D	81	EA	7.0
D	83	EA	4.0
E																		
H	700062			2576										7/3/2025
D	134	EA	2.0
D	150	EA	1.0
D	31	EA	4.0
D	62	EA	36.0
D	72	EA	8.0
D	83	EA	108.0
D	89	EA	21.0
E																		
H	700063			2609										7/3/2025
D	115	EA	30.0
D	12	EA	150.0
D	134	EA	2.0
D	149	EA	2.0
D	166	EA	6.0
D	167	EA	6.0
D	168	EA	6.0
D	245	EA	1.0
D	264	EA	150.0
D	287	EA	14.0
D	297	EA	75.0
D	36	EA	300.0
D	4	EA	3.0
D	46	EA	150.0
D	54	EA	50.0
D	571	EA	21.0
D	581	EA	4200.0
D	702	EA	6.0
D	89	EA	1.0
D	92	EA	1.0
D	94	EA	6.0
D	98	EA	3.0
E																		
H	700070			2847										7/3/2025
D	115	EA	5.0
D	116	EA	5.0
D	281	EA	3.0
D	286	EA	6.0
D	300	EA	3.0
D	31	EA	4.0
D	313	EA	4.0
D	315	EA	3.0
D	342	EA	3.0
D	4	EA	3.0
D	555	EA	3.0
D	560	EA	4.0
D	561	EA	3.0
D	563	EA	5.0
D	571	EA	7.0
D	590	EA	5.0
D	613	EA	5.0
D	94	EA	3.0
E																		
H	700073			2560										7/3/2025
D	116	EA	5.0
D	273	EA	14.0
D	278	EA	6.0
D	283	EA	3.0
D	286	EA	3.0
D	291	EA	21.0
D	3	EA	8.0
D	31	EA	24.0
D	315	EA	3.0
D	342	EA	6.0
D	343	EA	10.0
D	4	EA	21.0
D	49	EA	6.0
D	50	EA	6.0
D	550	EA	8.0
D	552	EA	3.0
D	553	EA	14.0
D	555	EA	6.0
D	560	EA	20.0
D	561	EA	12.0
D	571	EA	14.0
D	577	EA	3.0
D	578	EA	14.0
D	579	EA	3.0
D	592	EA	10.0
D	594	EA	5.0
D	60	EA	12.0
D	600	EA	15.0
D	601	EA	5.0
D	609	EA	5.0
D	703	EA	6.0
D	72	EA	4.0
D	73	EA	7.0
D	81	EA	7.0
D	94	EA	30.0
E																		
H	700076			2613										7/3/2025
D	14	EA	50.0
D	19	EA	50.0
D	68	EA	50.0
E																		
H	700077			2633										7/3/2025
D	14	EA	50.0
D	142	EA	3.0
D	343	EA	5.0
D	594	EA	10.0
D	604	EA	10.0
D	613	EA	20.0
E																		
H	700086			2645										7/3/2025
D	261	EA	3.0
D	291	EA	14.0
D	296	EA	3.0
D	3	EA	4.0
D	315	EA	3.0
D	342	EA	3.0
D	4	EA	6.0
D	50	EA	3.0
D	555	EA	6.0
D	560	EA	16.0
D	561	EA	9.0
E																		
H	700090			2562										7/3/2025
D	273	EA	7.0
D	287	EA	14.0
D	291	EA	28.0
D	340	EA	4.0
D	550	EA	8.0
D	553	EA	7.0
D	560	EA	12.0
D	571	EA	7.0
D	575	EA	7.0
D	578	EA	7.0
E																		
H	700092			2818										7/3/2025
D	273	EA	7.0
D	286	EA	3.0
D	291	EA	14.0
D	342	EA	3.0
D	555	EA	3.0
D	556	EA	3.0
D	560	EA	8.0
D	561	EA	3.0
D	575	EA	7.0
D	600	EA	5.0
D	621	EA	3.0
E																		
H	700094			2729										7/3/2025
D	287	EA	21.0
D	291	EA	42.0
D	3	EA	4.0
D	561	EA	57.0
D	62	EA	3.0
E																		
H	700098			2508										7/3/2025
D	334	EA	6.0
D	49	EA	18.0
D	96	EA	48.0
E																		
H	700102			2504										7/3/2025
D	49	EA	24.0
D	96	EA	60.0
E																		
H	700104			2685										7/3/2025
D	9	EA	100.0
E																		
